Case Number,Case Title,Requesting Court,Topics,Judgment ECLI,Judgment CELEX,Has AG Opinion,AG Opinion Title,AG Opinion ECLI,Has Summary,Summary CELEX
Case C-100/21,Case C-100/21 QB v Mercedes-Benz Group (Liability of manufacturers of vehicles fitted with defeat devices),Request for a preliminary ruling from the Landgericht Ravensburg,Reference for a preliminary ruling – Approximation of laws – Approval of motor vehicles – Directive 2007/46/EC – Article 18(1) – Article 26(1) – Article 46 – Regulation (EC) No 715/2007 – Article 5(2) – Motor vehicles – Diesel engine – Pollutant emissions – Exhaust gas recirculation valve (EGR valve) – Reduction in nitrogen oxide (NOx) emissions limited by a ‘temperature window’ – Defeat device – Protection of the interests of an individual purchaser of a vehicle equipped with an unlawful defeat device – Right to compensation from the vehicle manufacturer on the basis of tortious liability – Method of calculating compensation – Principle of effectiveness – Article 267 TFEU – Admissibility – Reference to the Court from a single judge,ECLI:EU:C:2023:229,62021CJ0100,Yes,Opinion of Advocate General Rantos delivered on 2 June 2022,ECLI:EU:C:2022:420,No,
Case C-640/20 P,Case C-640/20 P PV v Commission,,,ECLI:EU:C:2023:232,62020CJ0640,Yes,Opinion of Advocate General Pikamäe delivered on 29 September 2022,ECLI:EU:C:2022:736,No,
Case C-365/21,Case C-365/21 Criminal proceedings against MR (Reservation in relation to the principle ne bis in idem),Request for a preliminary ruling from the Oberlandesgericht Bamberg,Reference for a preliminary ruling – Judicial cooperation in criminal matters – Convention implementing the Schengen Agreement – Article 54 – Principle ne bis in idem – Article 55(1)(b) – Exception to the application of the principle ne bis in idem – Offence against the security or other essential interests of the Member State – Article 50 of the Charter of Fundamental Rights of the European Union – Principle ne bis in idem – Article 52(1) – Limitations to the principle ne bis in idem – Compatibility of a national declaration providing for an exception to the principle ne bis in idem – Criminal organisation – Financial crime,ECLI:EU:C:2023:236,62021CJ0365,Yes,Opinion of Advocate General Szpunar delivered on 20 October 2022,ECLI:EU:C:2022:823,No,
Case C-412/21,Case C-412/21 Dual Prod v DGRFP Cluj-Napoca,Request for a preliminary ruling from the Tribunalul Satu Mare,Reference for a preliminary ruling – Excise duties – Directive 2008/118/EC – Paragraph 16(1) – Authorisation to operate as a tax warehouse for products subject to excise duty – Successive suspension measures – Whether criminal in nature – Articles 48 and 50 of the Charter of Fundamental Rights of the European Union – Principle of the presumption of innocence – Principle ne bis in idem – Proportionality,ECLI:EU:C:2023:234,62021CJ0412,Yes,Opinion of Advocate General Collins delivered on 20 October 2022,ECLI:EU:C:2022:821,No,
Joined Cases C-514/21 and C-515/21,Joined Cases C-514/21 and C-515/21 LU and PH (Lifting of the suspension),,"Reference for a preliminary ruling – Police and judicial cooperation in criminal matters – European arrest warrant – Framework Decision 2002/584/JHA – Surrender procedure between the Member States – Conditions for execution – Grounds for optional non-execution – Article 4a(1) – Warrant issued for the purpose of executing a custodial sentence – Concept of ‘trial resulting in the decision’ – Scope – First conviction, with a suspension – Second conviction – Absence of the person concerned at the trial – Revocation of the suspension – Rights of the defence – Convention for the Protection of Human Rights and Fundamental Freedoms – Article 6 – Charter of Fundamental Rights of the European Union – Articles 47 and 48 – Infringement – Consequences",ECLI:EU:C:2023:235,62021CJ0514,Yes,Opinion of Advocate General Ćapeta delivered on 27 October 2022,ECLI:EU:C:2022:848,No,
Case C-574/21,Case C-574/21 QT v 02 Czech Republic,Request for a preliminary ruling from the Nejvyšší soud,Reference for a preliminary ruling – Self-employed commercial agents – Directive 86/653/EEC – Article 17(2)(a) – Termination of the agency contract – Entitlement of the commercial agent to an indemnity – Conditions for granting – Equitable indemnity – Assessment – Concept of ‘commission lost by the commercial agent’ – Commission on future transactions – New customers brought by the commercial agent – Existing customers with whom the commercial agent has significantly increased the volume of business – One-off commission payments,ECLI:EU:C:2023:233,62021CJ0574,Yes,Opinion of Advocate General Ćapeta delivered on 24 November 2022,ECLI:EU:C:2022:931,No,
Case C-653/21,Case C-653/21 Syndicat Uniclima v Ministre de l'Intérieur,Request for a preliminary ruling from the Conseil d'État,"Reference for a preliminary ruling – Internal market – Harmonisation of the laws of the Member States relating to machinery, electrical equipment and pressure equipment – Directive 2006/42/EC – Directive 2014/35/EU – Directive 2014/68/EU – ‘CE marking’ – Imposition, by national regulations, of requirements additional to the essential safety requirements laid down by those directives – Conditions – National safety regulations to counter the risks of fire and panic in establishments open to the public",ECLI:EU:C:2023:238,62021CJ0653,No,,,No,
Case C-662/21,Case C-662/21 Proceedings brought by Booky.fi,Request for a preliminary ruling from the Korkein hallinto-oikeus,Reference for a preliminary ruling – Articles 34 and 36 TFEU – Free movement of goods – Measure having equivalent effect to a quantitative restriction – Recordings of audiovisual programmes – Online sale – Legislation of a Member State requiring classification according to age and labelling of programmes – Protection of minors – Recordings already classified and labelled in another Member State – Proportionality,ECLI:EU:C:2023:239,62021CJ0662,No,,,No,
Case C-30/22,Case C-30/22 DV v Direktor na Teritorialno podelenie na Natsionalnia osiguritelen institut-Veliko Tarnovo,Request for a preliminary ruling from the Administrativen sad Veliko Tarnovo,Reference for a preliminary ruling – Article 99 of the Rules of Procedure of the Court of Justice – Migrant workers – Unemployment – Agreement on the withdrawal of the United Kingdom of Great Britain and Northern Ireland from the European Union and the European Atomic Energy Community – Social security – Article 30 – Determination of entitlement to unemployment benefits – Regulation (EC) No 883/2004 – Article 65(2) – Member State national who has been employed in the United Kingdom – Termination of his or her employment contract after the United Kingdom’s withdrawal and the end of the transition period set by that agreement – Entitlement of that national to unemployment benefit under the legislation of that Member State upon his or her return to that Member State,,,No,,,No,
Case C-34/21,Case C-34/21 Hauptpersonalrat der Lehrerinnen und Lehrer v Minister des Hessischen Kultusministeriums,Request for a preliminary ruling from the Verwaltungsgericht Wiesbaden,Reference for a preliminary ruling – Protection of personal data – Regulation (EU) 2016/679 – Article 88(1) and (2) – Processing of data in the employment context – Regional school system – Teaching by videoconference due to the COVID-19 pandemic – Implementation without the express consent of teachers,ECLI:EU:C:2023:270,62021CJ0034,Yes,Opinion of Advocate General Campos Sánchez-Bordona delivered on 22 September 2022,ECLI:EU:C:2022:710,No,
Case C-338/21,Case C-338/21 Staatssecretaris van Justitie en Veiligheid v S.S. and N.Z. (Transfer time limit – Trafficking in human beings),Request for a preliminary ruling from the Raad van State,"Reference for a preliminary ruling – Regulation (EU) No 604/2013 – Determination of the Member State responsible for examining an application for international protection – Article 27 – Appeal against a transfer decision taken in respect of an asylum seeker – Article 29 – Suspension of implementation of the transfer decision – Transfer time limit – Interruption of the transfer time limit – Directive 2004/81/EC – Residence permit issued to third-country nationals who are victims of trafficking in human beings or who have been the subject of an action to facilitate illegal immigration, who cooperate with the competent authorities – Article 6 – Reflection period – Prohibition on enforcing an expulsion order – Remedies",ECLI:EU:C:2023:269,62021CJ0338,Yes,Opinion of Advocate General Richard de la Tour delivered on 17 November 2022,ECLI:EU:C:2022:900,No,
Case C-556/21,Case C-556/21 Staatssecretaris van Justitie en Veiligheid v E.N. and Others (Suspension of the transfer time limit on appeal),Request for a preliminary ruling from the Raad van State,Reference for a preliminary ruling – Regulation (EU) No 604/2013 – Determination of the Member State responsible for examining an application for international protection – Article 27 – Appeal against a decision to transfer an asylum seeker – Article 29 – Transfer time limit – Suspension of that time limit on appeal – Interim measure requested by the authorities,ECLI:EU:C:2023:272,62021CJ0556,Yes,Opinion of Advocate General Richard de la Tour delivered on 17 November 2022,ECLI:EU:C:2022:901,No,
Case C-612/21,Case C-612/21 Gmina O. v Dyrektor Krajowej Informacji Skarbowej,Request for a preliminary ruling from the Naczelny Sąd Administracyjny,"Reference for a preliminary ruling – Taxation – Value added tax (VAT) – Directive 2006/112/EC – Article 2(1)(a) and (c) – Supply of goods and services for consideration – Article 9(1) – Meanings of ‘taxable person’ and ‘economic activity’ – Municipality which organises the installation of renewable energy on its territory for its residents who own immovable property and who have expressed the wish to be equipped with renewable energy systems – Their contribution amounting to 25% of the subsidisable costs, without being able to exceed a maximum value agreed between the municipality and the interested property owner – Reimbursement of the municipality by a subsidy from the competent provincial authority of 75% of the subsidisable costs – Article 13(1) – Municipalities not subject to tax for the activities or transactions carried out as public authorities",ECLI:EU:C:2023:279,62021CJ0612,Yes,Opinion of Advocate General Kokott delivered on 10 November 2022,ECLI:EU:C:2022:874,No,
Case C-616/21,Case C-616/21 Dyrektor Krajowej Informacji Skarbowej v Gmina L.,Request for a preliminary ruling from the Naczelny Sąd Administracyjny,Reference for a preliminary ruling – Taxation – Value added tax (VAT) – Directive 2006/112/EC – Article 2(1)(c) – Supply of services for consideration – Article 9(1) – Meanings of ‘taxable person’ and ‘economic activity’ – Municipality which arranges for asbestos removal for the benefit of its residents who own immovable property and who have expressed the wish for that – Reimbursement of the municipality by a subsidy from the competent provincial authority of 40% to 100% of the costs – Article 13(1) – Municipalities not subject to tax for the activities or transactions carried out as public authorities,ECLI:EU:C:2023:280,62021CJ0616,Yes,Opinion of Advocate General Kokott delivered on 10 November 2022,ECLI:EU:C:2022:875,No,
